match,set_id,rally,ball_round,stroke_14,split,aroundhead,backhand
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,31,10.0,Drop,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,31,11.0,Push,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,31,12.0,Smash,train,1,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,31,13.0,Return net,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,31,14.0,Push,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,32,1.0,Short service,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,32,2.0,Push,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,32,3.0,Drive,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,32,4.0,Return net,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,32,5.0,Push,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,32,6.0,Drop,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,32,7.0,Lob,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,32,8.0,Smash,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,32,9.0,Return net,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,32,10.0,Net shot,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,32,11.0,Lob,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,1.0,Short service,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,2.0,Push,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,3.0,Drive,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,4.0,Cross-court net shot,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,5.0,Push,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,6.0,Drop,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,7.0,Net shot,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,8.0,Lob,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,9.0,Smash,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,10.0,Return net,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,11.0,Net shot,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,12.0,Lob,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,13.0,Smash,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,14.0,Lob,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,15.0,Smash,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,16.0,Lob,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,17.0,Smash,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,18.0,Return net,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,19.0,Net shot,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,20.0,Push,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,21.0,Smash,train,1,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,22.0,Cross-court net shot,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,23.0,Net shot,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,24.0,Lob,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,25.0,Clear,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,26.0,Smash,train,1,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,27.0,Return net,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,28.0,Cross-court net shot,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,29.0,Lob,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,30.0,Smash,train,1,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,31.0,Return net,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,32.0,Cross-court net shot,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,33,33.0,Net shot,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,34,2.0,Cross-court net shot,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,35,1.0,Short service,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,35,2.0,Push,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,35,3.0,Drop,train,1,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,35,4.0,Net shot,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,35,5.0,Net shot,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,36,2.0,Drop,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,36,3.0,Cross-court net shot,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,36,4.0,Net shot,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,36,5.0,Lob,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,36,6.0,Smash,train,1,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,36,7.0,Cross-court net shot,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,36,8.0,Net shot,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,36,9.0,Push,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,36,10.0,Drop,train,1,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,36,11.0,Cross-court net shot,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,36,12.0,Net shot,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,37,2.0,Push,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,37,3.0,Smash,train,1,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,37,4.0,Return net,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,37,5.0,Lob,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,37,6.0,Clear,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,37,7.0,Smash,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,38,2.0,Smash,train,1,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,38,3.0,Return net,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,38,4.0,Net shot,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,38,5.0,Push,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,38,6.0,Drop,train,1,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,39,2.0,Smash,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,39,3.0,Return net,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,39,4.0,Net shot,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,39,5.0,Lob,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,39,6.0,Smash,train,1,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,39,7.0,Return net,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,39,8.0,Net shot,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,39,9.0,Net shot,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,39,10.0,Net shot,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,39,11.0,Rush,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,39,12.0,Drive,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,39,13.0,Drive,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,39,14.0,Drive,train,0,1
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,39,15.0,Smash,train,0,0
An_Se_Young_Pornpawee_Chochuwong_TOYOTA_THAILAND_OPEN_2021_QuarterFinals,set2,39,16.0,Return net,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,1,1.0,Long service,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,1,2.0,Wrist smash,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,1,3.0,Drive,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,1,4.0,Net shot,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,1,5.0,Lob,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,1,6.0,Passive drop,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,1,7.0,Push,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,1,8.0,Wrist smash,train,1,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,1,9.0,Cross-court net shot,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,1,10.0,Net shot,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,1,11.0,Push,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,1,12.0,Drive,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,1,13.0,Drop,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,1,14.0,Lob,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,2,1.0,Long service,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,2,2.0,Drop,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,2,3.0,Lob,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,2,4.0,Smash,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,2,5.0,Return net,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,2,6.0,Net shot,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,2,7.0,Lob,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,2,8.0,Drop,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,2,9.0,Net shot,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,2,10.0,Lob,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,2,11.0,Drop,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,2,12.0,Net shot,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,2,13.0,Push,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,3,1.0,Short service,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,3,2.0,Push,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,3,3.0,Clear,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,3,4.0,Drop,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,3,5.0,Lob,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,3,6.0,Smash,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,4,2.0,Smash,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,5,1.0,Long service,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,5,2.0,Clear,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,5,3.0,Clear,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,5,4.0,Wrist smash,train,1,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,5,5.0,Cross-court net shot,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,5,6.0,Net shot,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,5,7.0,Lob,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,5,8.0,Drop,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,5,9.0,Push,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,6,1.0,Long service,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,6,2.0,Smash,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,6,3.0,Drive,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,6,4.0,Return net,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,6,5.0,Cross-court net shot,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,6,6.0,Lob,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,6,7.0,Clear,train,1,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,6,8.0,Clear,train,1,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,6,9.0,Smash,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,6,10.0,Lob,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,7,1.0,Long service,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,7,2.0,Smash,train,1,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,7,3.0,Return net,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,7,4.0,Net shot,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,7,5.0,Net shot,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,7,6.0,Lob,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,7,7.0,Smash,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,8,1.0,Long service,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,8,2.0,Drop,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,8,3.0,Lob,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,8,4.0,Smash,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,8,5.0,Cross-court net shot,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,8,6.0,Net shot,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,8,7.0,Net shot,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,9,1.0,Short service,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,9,2.0,Push,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,9,3.0,Passive drop,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,9,4.0,Cross-court net shot,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,9,5.0,Net shot,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,10,1.0,Long service,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,10,2.0,Clear,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,10,3.0,Drop,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,10,4.0,Net shot,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,10,5.0,Push,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,10,6.0,Clear,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,10,7.0,Clear,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,10,8.0,Smash,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,10,9.0,Return net,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,10,10.0,Push,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,10,11.0,Clear,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,10,12.0,Smash,train,1,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,10,13.0,Return net,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,10,14.0,Push,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,11,2.0,Smash,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,11,3.0,Lob,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,11,4.0,Passive drop,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,11,5.0,Push,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,11,6.0,Smash,train,1,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,11,7.0,Return net,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,12,2.0,Return net,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,12,3.0,Net shot,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,12,4.0,Lob,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,12,5.0,Drop,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,12,6.0,Net shot,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,12,7.0,Lob,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,12,8.0,Smash,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,12,9.0,Return net,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,12,10.0,Push,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,12,11.0,Smash,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,12,12.0,Return net,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,12,13.0,Net shot,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,12,14.0,Net shot,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,13,2.0,Push,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,13,3.0,Smash,train,1,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,13,4.0,Return net,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,13,5.0,Lob,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,13,6.0,Smash,train,1,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,13,7.0,Net shot,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,13,8.0,Net shot,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,13,9.0,Net shot,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,13,10.0,Push,train,0,1
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,13,11.0,Clear,train,1,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,13,12.0,Smash,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,13,13.0,Return net,train,0,0
An_Se_Young_Ratchanok_Intanon_YONEX_Thailand_Open_2021_QuarterFinals,set1,13,14.0,Push,train,0,1
